address,categories,category_ids,city,description,distance,foursquare_id,hours,id,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,location,name,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
"606-614 N Robertson Blvd, West Hollywood, CA 90069, USA","French Restaurant, Mediterranean Restaurant, New American Restaurant","13314, 13148, 13302",Los Angeles,,2395,4c53b825479fc928da82ef91,"{'tuesday': '5:00\u2009–\u200910:00\u202fPM', 'monday': 'Closed', 'sunday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20091:00\u202fAM', 'wednesday': '5:00\u2009–\u200910:00\u202fPM', 'thursday': '5:00\u2009–\u200911:00\u202fPM'}",ChIJJQulGK--woARyBtfGuqLB88,https://instagram.com/surrules/,False,2025-05-11 23:47:21.840247+00:00,34.0812288,-118.3853088,"{'lat': 34.0812288, 'lng': -118.3853088}",SUR Restaurant and Lounge,ChIJJQulGK--woARyBtfGuqLB88,,3,4.2,{},CA,Upscale global cuisine & cocktails are served at this trendy venue with a patio & chic decor.,"This place has excellent service and just love the ambiance. I brought my wife here for her birthday she was so happy with how the place looked and loved all the candles in the restaurant. Food was A+, First time here, and lo and behold, they're filming season 5. The staff is so attentive, the drinks are amazing, and the ambience is beyond mentioning., Amazing food. Amazing ambient. Try the Seared Tuna, delicious! Great drinks. Very cool place. When you finish eating try the lounge beside the restaurant!","night_club, bar, restaurant, food, point_of_interest, establishment",http://www.surrestaurant.com/
"630 W 6th St suite 116 a, Los Angeles, CA 90017, USA","Cocktail Bar, Lounge, Beer Bar","13016, 13009, 13006",Los Angeles,,1282,49e0a52df964a5205a611fe3,"{'tuesday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '3:00\u2009–\u200910:00\u202fPM', 'sunday': '3:00\u2009–\u200910:00\u202fPM', 'friday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '3:00\u202fPM\u2009–\u20091:00\u202fAM'}",ChIJJSOuYrTHwoARTMd9zqezC_Q,https://www.instagram.com/librarybarla/,False,2025-05-11 23:49:08.123738+00:00,34.0491361,-118.2564556,"{'lat': 34.0491361, 'lng': -118.2564556}",Library Bar,ChIJJSOuYrTHwoARTMd9zqezC_Q,,2,4.3,{},CA,Handcrafted cocktails & gastropub bites in a cozy setting with book-lined walls & leather couches.,"Perfect spot to catch up with friends over a tasty cocktail with author-themed names, my favorite, the Hemingway Daiquiri. Books will surround you, the place lives up to the name! Crowded at night., It's been a while but I love their pork belly skewers and sandwich, parmesan fries, and their birthday cake shot with sugared lemon! Never had the burger but everyone says it's bomb!, A nice, tiny and loudly place to go for drinks in DTLA. Too bad I missed the Happy Hour but I'm glad I ordered the french fries with my negroni. Soo good!","bar, night_club, restaurant, food, point_of_interest, establishment",http://librarybarla.com/
"1518 N Cahuenga Blvd, Los Angeles, CA 90028, USA","Movie Theater, Cocktail Bar, Italian Restaurant","10024, 13009, 13236",Los Angeles,,0,52f81b5e498e063becfa020c,"{'tuesday': '5:00\u2009–\u200910:00\u202fPM', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '5:00\u2009–\u200910:00\u202fPM', 'saturday': '5:00\u2009–\u200910:00\u202fPM', 'wednesday': '5:00\u2009–\u200910:00\u202fPM', 'thursday': '5:00\u2009–\u200910:00\u202fPM'}",ChIJJUJEGTq_woARZvcUXEP1nVc,https://www.instagram.com/GRANDMASTER_RECORDERS/,False,2025-05-12 00:45:21.750721+00:00,34.0986271,-118.3291615,"{'lat': 34.0986271, 'lng': -118.3291615}",Grandmaster Recorders,ChIJJUJEGTq_woARZvcUXEP1nVc,,2,4.3,{},CA,"Italian-Australian fare served in a trendy restaurant/bar set in a former, iconic recording studio.","Had the pappardelle and it was fantastic! Cool place to have drinks and eat, would go back next time we are in LA!, Raviiiiiiishing food and vibe ❤️, Pappardelle","restaurant, night_club, bar, food, point_of_interest, establishment",https://www.grandmasterrecorders.com/
"450 Main St, Los Angeles, CA 90013, USA",Bar,13003,Los Angeles,,479,546d6b91498eef03ca168a17,,ChIJJV1_EkrGwoARvj3I4zlbyMA,,False,2025-05-11 23:50:07.527992+00:00,34.0470379,-118.247999,"{'lat': 34.0470379, 'lng': -118.247999}",The Love Song Bar,ChIJJV1_EkrGwoARvj3I4zlbyMA,,,4.6,{},CA,Cozy lounge offering up signature cocktails & live music in a subdued space with eclectic decor.,"Great selection of local brews on tap, #happyhour $5! And they're playing vinyl !, Great spot to catch a drink. Has a little forced Williamsburg effect, but comes along with excellent drinks., Nice intimate bar in the speak easy fashion spinning vinyl and serving a host of modernized classics","bar, restaurant, food, point_of_interest, establishment",http://www.instagram.com/thelovesongbar
"7953 Santa Monica Blvd, West Hollywood, CA 90046, USA","Cocktail Bar, Speakeasy, American Restaurant","13009, 13068, 13021",Los Angeles,,0,5a70c20460d11b2a4c094b66,"{'tuesday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': 'Closed', 'sunday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '6:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJJadp28W-woAR4e8gNp9hqZI,https://www.instagram.com/employeesonlyla/,False,,34.09095819999999,-118.3632083,"{'lat': 34.0909582, 'lng': -118.3632083}",Employees Only Restaurant and Bar,ChIJJadp28W-woAR4e8gNp9hqZI,,2,4.4,{},CA,"Inventive drinks are poured at this retro-looking, Prohibition-style bar.","Great cocktails, friendly and helpful staff. Good late night snack is the pizza, it was simply amazing!, Not to hard to get a seat at the bar if you’re solo on a slow night. Otherwise make a reservation for back bar seating., Great COVID conversion. Turf, picnic tables, umbrellas, strung lights! Rotating kitchen so worth checking if required to order food by law. I ordered Amelia. It was fantastic and not too sweet.","bar, night_club, restaurant, food, point_of_interest, establishment",http://www.employeesonlyla.com/
"12 E Colorado Blvd, Pasadena, CA 91105, USA",Restaurant,13065,Los Angeles,,626,30f53f19df5040c838b53878,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '8:30\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': 'Closed'}",ChIJJcKOZhzDwoARcAcxjXH7BV0,,False,2025-05-11 23:58:39.466549+00:00,34.1456291,-118.1501685,"{'lat': 34.1456291, 'lng': -118.1501685}",Old Town Agave,ChIJJcKOZhzDwoARcAcxjXH7BV0,,,,{},CA,A Restaurant in downtown LA.,,"bar, point_of_interest, establishment",
"1 World Wy, Los Angeles, CA 90045, USA",Irish Pub,13389,Los Angeles,,1902,58d6fd6f24ca6a0165ac93a0,"{'tuesday': '6:00\u202fAM\u2009–\u200910:30\u202fPM', 'monday': '6:00\u202fAM\u2009–\u20098:00\u202fPM', 'sunday': '6:00\u202fAM\u2009–\u20098:45\u202fPM', 'friday': '6:00\u202fAM\u2009–\u200910:30\u202fPM', 'saturday': '6:00\u202fAM\u2009–\u20098:30\u202fPM', 'wednesday': '6:00\u202fAM\u2009–\u200910:30\u202fPM', 'thursday': '6:00\u202fAM\u2009–\u200910:30\u202fPM'}",ChIJJy6UMdawwoARCOW8SjpkkEY,,False,2025-05-11 23:55:24.289578+00:00,33.9472987,-118.4012378,"{'lat': 33.9472987, 'lng': -118.4012378}",Reilly's Irish Pub,ChIJJy6UMdawwoARCOW8SjpkkEY,,,2.5,{},CA,A Irish Pub in downtown LA.,"Not as crowded as the other places, probably as alcohol first, food distant second. Miffed that Irish bar had no coffee for an Irish coffee., Great place to get food poisoning! I wouldn't eat this slop even if it was free., Way over priced for a terrible drink. Watched the bartender water it down with the soda gun. And the garnish is a gutted orange slice?!? Not a $16 old fashioned if you ask me. Hard drink to mess up...","bar, point_of_interest, establishment",
"11777 San Vicente Blvd Suite 100, Los Angeles, CA 90049, USA","Night Club, Bar, Restaurant","10032, 13065, 13003",Los Angeles,,2735,614a19e10e7b9068fd4e6c36,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20091:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u20091:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20091:00\u202fAM'}",ChIJK7XaNUW9woARBwHA70YfaS4,https://www.instagram.com/sbarbrentwood/,False,2025-05-12 00:00:56.819666+00:00,34.0536143,-118.4684679,"{'lat': 34.0536143, 'lng': -118.4684679}",S Bar Brentwood,ChIJK7XaNUW9woARBwHA70YfaS4,,,4.4,{},CA,"A Night Club, Bar, and more in downtown LA.",,"bar, point_of_interest, establishment",https://www.sbe.com/nightlife/s-bar/brentwood?utm_source=google-gmb&utm_medium=organic&utm_campaign=gmb
"13701 Fiji Way Dock 55, Marina Del Rey, CA 90292, USA",Water Sports,18067,Los Angeles,,664,4e6ce8add4c09a17a5cc6c7c,"{'tuesday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'monday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'sunday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'friday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'saturday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'wednesday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'thursday': '8:00\u202fAM\u2009–\u20099:00\u202fPM'}",ChIJKUhhd3y7woARtWDD6OZ-u7M,https://instagram.com/islandboatmdr,False,2025-05-11 23:43:02.928202+00:00,33.9744247,-118.4464148,"{'lat': 33.9744247, 'lng': -118.4464148}",ISLAND BOAT MDR: 59ft Yacht Rental| #1 Party Deck| Dance Floor| Karaoke| Dolphin Watching,ChIJKUhhd3y7woARtWDD6OZ-u7M,,,4.9,{},CA,A Water Sports in downtown LA.,"Discover the area from an entirely new angle by reserving a parasail excursion., Safe, easy & fun! Depart from Fisherman's Village and fly sky high tandem or triple side-by-side., Request to go second if you get the option. It's the best view","travel_agency, night_club, bar, point_of_interest, establishment",https://linktr.ee/islandboat
"639 Santa Cruz Avenue, Menlo Park",,,Menlo Park,,225,4b2e9916f964a52055e324e3,"{'tuesday': '5:00\u2009–\u200910:00\u202fPM', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '5:00\u2009–\u200911:30\u202fPM', 'saturday': '5:00\u2009–\u200911:30\u202fPM', 'wednesday': '5:00\u2009–\u200911:30\u202fPM', 'thursday': '5:00\u2009–\u200911:30\u202fPM'}",ChIJKUiXDQClj4AR54PnQ4zkiOw,,,,,,"{'lat': 37.452528, 'lng': -122.1834518}",Bar Loretta,ChIJKUiXDQClj4AR54PnQ4zkiOw,,,4.9,,CA,,,"bar, point_of_interest, establishment",
"6541 Hollywood Blvd, Los Angeles, CA 90028, USA","Cocktail Bar, Mexican Restaurant","13009, 13303",Los Angeles,,0,61b975afaf77272364149b34,"{'tuesday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20091:00\u202fAM'}",ChIJKX2KYzu_woAR90Mynae0j00,,False,2025-05-12 00:46:01.506364+00:00,34.1017391,-118.3324406,"{'lat': 34.1017438, 'lng': -118.3324415}",Te'Kila,ChIJKX2KYzu_woAR90Mynae0j00,,1,4.3,{},CA,"Lounge & eatery boasts big tequila menu, plus a range of Mexican dishes such as tacos & street eats.","Fantastic service! (Ask for Brittany) every dish that came out was unbelievable. Friendly for vegetarians as well!, Tulum in LA. Mezcal passion cocktail was excellent. We loved the whole fish and pork tacos too., A great atmosphere with a great rib eye steak been served, looking forward for coming back soon.","bar, restaurant, food, point_of_interest, establishment",http://tekilahollywood.com/
"2907 Main St, Santa Monica, CA 90405, USA","Sports Bar, American Restaurant","13068, 13022",Los Angeles,,0,62cccc36b8d3a45f64c4a541,"{'tuesday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",ChIJL32iHtK6woARflF-Mf6Eg3k,,False,2025-05-12 00:41:46.183565+00:00,33.99944299999999,-118.48069,"{'lat': 33.999443, 'lng': -118.48069}",Tavern on Main SM,ChIJL32iHtK6woARflF-Mf6Eg3k,,1,4.1,{},CA,"Spiffy yet laid-back watering hole features burgers & other bar bites, plus numerous big-screen TVs.","Free bathroom, Eating ice cream cake on the street","bar, restaurant, food, point_of_interest, establishment",https://www.tavernonmainsm.com/
"4321 W Sunset Blvd, Los Angeles, CA 90029, USA","Wine Bar, Gastropub, New American Restaurant","13025, 13314, 13057",Los Angeles,,489,50ef4378e4b0e0b77256e5d6,"{'tuesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '4:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJL7iB2negCDsRLCd9GudVz2Q,https://www.instagram.com/17841401546684158/,False,2025-05-11 23:53:28.341883+00:00,34.0952264,-118.2830306,"{'lat': 34.0952264, 'lng': -118.2830306}",Jay's Bar,ChIJL7iB2negCDsRLCd9GudVz2Q,,2,4.4,{},CA,"Gastropub dominated by raw surfaces offering whiskey, craft beers on tap & comfort grub with twists.","Happy Hour Daily 4-7pm: $1 off all drafts and wine by the glass & sake shots, $3 PBR and Coors Light; $3 off draft pitchers & wine by the bottle. Try the Fresh-cut fries or fried walnut brie for $5-6!, Great drinks and food right in a strip mall. Jay's Burger is the best ""Junior Burger"" you've ever tasted. Favorite bar in Silver Lake, at least until the drunk assholes show up later in the evening., the mushrooms caps are GREAT! So is the smoked tempeh grilled cheese, a lot of flavor! only downside is having to go to the bar to order food and drinks, no one comes to you once you're seated.","bar, restaurant, food, point_of_interest, establishment",http://jaysbarla.com/
"2702 Main St, Santa Monica, CA 90405, USA","Piano Bar, Sports Bar, Restaurant","13017, 13065, 13022",Los Angeles,,0,5ceb61423e6741002c24992e,"{'tuesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:30\u202fAM\u2009–\u20092:00\u202fAM'}",ChIJLVkhRwG7woARIyUtbKp5qSY,https://www.instagram.com/eatatdogandduck/,False,,34.0007499,-118.4825824,"{'lat': 34.0007499, 'lng': -118.4825824}",Jameson’s Pub,ChIJLVkhRwG7woARIyUtbKp5qSY,,2,4.3,{},CA,"A Piano Bar, Sports Bar, and more in downtown LA.","Still sad they changed from Finn McCools. 😔, Happy hour here is two-for-one beers which is pretty great; I was surprised at first when I ordered one Guinness and the bartender handed me two! Plentiful outlets under every seat at the bar., Surprisingly good prime rib sandwich! Wash it down with a black & tan","bar, restaurant, food, point_of_interest, establishment",http://www.jamesonsirishpub.com/
"207 S Market St, Inglewood, CA 90301, USA",BBQ Joint,13026,Los Angeles,,79,4ba5889af964a520161039e3,"{'tuesday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'sunday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '3:00\u202fPM\u2009–\u20091:00\u202fAM'}",ChIJLawXAlq3woAR0jFPjrYnKEo,https://www.instagram.com/thenileinglewood/,False,2025-05-11 23:54:37.649881+00:00,33.9616178,-118.3522463,"{'lat': 33.9616178, 'lng': -118.3522463}",The Nile Restaurant and Bar,ChIJLawXAlq3woAR0jFPjrYnKEo,,2,4.5,{},CA,A BBQ Joint in downtown LA.,"Beef Slices with mixed mild and spicy - delicious, I like the spicy bbq sauce and chicken links, Fantastic BBQ spot.  Worth a try","bar, point_of_interest, establishment",http://thenilebar.com/
"4240 Via Marina, Marina Del Rey, CA 90292, USA",Farmers Market,17065,Los Angeles,,1284,5182a66c498e61929a0e42ad,,ChIJLe-SEp27woARELFu1cJTVFE,https://www.instagram.com/stoawinebar,False,2025-05-11 23:42:34.611776+00:00,33.97799529999999,-118.4584164,"{'lat': 33.97799529999999, 'lng': -118.4584164}",Stoa Wine Bar & Market,ChIJLe-SEp27woARELFu1cJTVFE,,,,{},CA,A Farmers Market in downtown LA.,"We come here for King’s Road coffee on Saturday morning walks; better for brunch than for buying produce but have bought some great fruit & veg for less than what you pay at Mar Vista or Santa Monica!, Nice to have in the neighborhood but really small and does not hold a candle to the Santa Monica Farmers Market., Corn Tamale - Me Gusta Gourmet Tamales","bar, food, point_of_interest, establishment",https://www.stoawinebar.com/
"4212 W Sunset Blvd, Los Angeles, CA 90029, USA","Music Venue, Mexican Restaurant, Tapas Restaurant","13347, 13303, 10039",Los Angeles,,369,43276800f964a520b9271fe3,,ChIJLy00qU7HwoARAGjt9kLQRNU,https://www.instagram.com/elcidsunset/,False,2025-05-11 23:53:03.047787+00:00,34.0938159,-118.2824251,"{'lat': 34.0938159, 'lng': -118.2824251}",El Cid,ChIJLy00qU7HwoARAGjt9kLQRNU,,2,4.2,{},CA,"Quirky neighborhood fixture offering tapas, paella & weekend flamenco shows, plus live-music nights.","El Cid has been in business since 1963. It was built in 1925 as The Jail Cafe with a prison theme with V.I.P. cells and waiters wearing guard costumes., Great outdoor space for happy hour (cheap tacos) and indoor club lounge place for music and flamenco dancing. Watch your step down., Been around for ages.  Great for a fun night out away from Hollywood.  Good crowd.  Great drinks.","bar, point_of_interest, establishment",http://elcidsunset.com/
"1100 S Hope St, Los Angeles, CA 90015, USA",Cocktail Bar,13009,Los Angeles,,0,58796b6615fb436da19e1ed8,"{'tuesday': '4:00\u2009–\u200911:00\u202fPM', 'monday': '4:00\u2009–\u200911:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '4:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '4:00\u2009–\u200911:00\u202fPM', 'thursday': '4:00\u202fPM\u2009–\u200912:00\u202fAM'}",ChIJMQFUGMjHwoARgEq6zClzjVw,https://www.instagram.com/prankbar/,False,,34.0419977,-118.2630147,"{'lat': 34.0420463, 'lng': -118.2629965}",Prank Bar,ChIJMQFUGMjHwoARgEq6zClzjVw,,2,4.4,{},CA,"Open-air bar near the Staples Center with burgers, tacos & inventive cocktails.","Healthy food, good ambience and cocktails. The brunch wings are bomb., The music, the food, and the coctails. Especially the music though, I feel like they are tracking me and secretly looking for my most precious and hidden songs:), LA's first walk up bar!  Indoor/Outdoor with a big bar sitting on the corner.  Great long Happy Hour from 2:40pm - 7:02pm and live music as well.","restaurant, bar, food, point_of_interest, establishment",http://www.prankbar.com/
"145 Richmond St, El Segundo, CA 90245, USA","Sports Bar, Burger Joint, American Restaurant","13068, 13022, 13031",Los Angeles,,1887,4a554e87f964a5200db41fe3,"{'tuesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'monday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'saturday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'wednesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u200910:00\u202fPM'}",ChIJM_XeFmqxwoARN3zt4F3Juis,https://www.instagram.com/richmondbarandgrill/,False,2025-05-11 23:55:36.156091+00:00,33.9177065,-118.4173217,"{'lat': 33.9177065, 'lng': -118.4173217}",Richmond Bar & Grill,ChIJM_XeFmqxwoARN3zt4F3Juis,,1,4.6,{},CA,"Down-to-earth mainstay offering traditional hearty comfort food, plus craft beers.","The food, the beer, the unpretentious venue. Not sure what @ANGELO is going on about nor why his review was promoted above all others...., The staff is super nice. The food I've had is great. I'm just bummed bc most places have a veggie burger of some type and they don't. I wanted some coffee too after eating which they didn't have. :(, Peanut butter bacon cheddar burger is finger lickin' awesome!","bar, restaurant, food, point_of_interest, establishment",http://richmondbarandgrill.com/
"122 S Market St, Inglewood, CA 90301, USA","Cocktail Bar, Lounge","13016, 13009",Los Angeles,,152,b15a724f37a84d177ffb0d69,"{'tuesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'monday': 'Closed', 'sunday': '12:00\u2009–\u20098:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u20093:00\u202fAM', 'saturday': 'Closed', 'wednesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u200910:00\u202fPM'}",ChIJMfzHyGq3woARbHFksmGnEk8,,False,2025-05-11 23:54:39.615136+00:00,33.9624268,-118.3517027,"{'lat': 33.9624268, 'lng': -118.3517027}",CUBAN LEAF CIGAR LOUNGE,ChIJMfzHyGq3woARbHFksmGnEk8,,,4.7,{},CA,A Cocktail Bar and Lounge in downtown LA.,,"night_club, bar, store, point_of_interest, establishment",
"925 Wilshire Blvd, Santa Monica, CA 90401, USA","Wine Bar, Dining and Drinking","13000, 13025",Los Angeles,,1092,459d1658f964a520a3401fe3,"{'tuesday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '10:00\u202fAM\u2009–\u20092:00\u202fAM'}",ChIJMwZdJMqkwoARWu91djzF0r0,,False,2025-05-11 23:41:49.850381+00:00,34.0238022,-118.4930258,"{'lat': 34.0238022, 'lng': -118.4930258}",JP's Sports Bar & Grill,ChIJMwZdJMqkwoARWu91djzF0r0,,1,4.2,{},CA,A Wine Bar and Dining and Drinking in downtown LA.,"Lavender almonds, beets and berries, crispy potatoes with chicken gravy... Everything is delicious! Also appreciate that the flavors here are fresh and unique, not just a menu of current food trends., In addition to a new full bar program, chef Jeremy Fox's lighter California-style veggie-centered dishes shine, making the staple westside date spot once again obligatory. [Eater 38 Member], Fabulously sourced, impeccably prepared selection of dishes in a warm, convivial space. Spot-on service, with a well-curated wine list with both harder to find domestic and international selections","bar, point_of_interest, establishment",
"11908 Mississippi Ave, Los Angeles, CA 90025, USA","Night Club, Lounge","10032, 13016",Los Angeles,,2885,4b7ccee5f964a52024a62fe3,"{'tuesday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'sunday': '9:00\u202fPM\u2009–\u20094:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'saturday': '9:00\u202fPM\u2009–\u20094:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20094:00\u202fAM'}",ChIJMzBHXhK7woARJ6YnQhgqDas,,False,2025-05-11 23:41:39.306764+00:00,34.033074,-118.45314,"{'lat': 34.033074, 'lng': -118.45314}",Silver Reign Gentlemen's Club,ChIJMzBHXhK7woARJ6YnQhgqDas,,,3.5,{},CA,A Night Club and Lounge in downtown LA.,"Courtney is the sexiest !, Check out the new girl Roberta Balcazar, Watch out for Gladys... Unless you're into that sort of thing.","night_club, bar, point_of_interest, establishment",http://silverreign.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=los%20angeles
"1770 E Colorado Blvd, Pasadena, CA 91106, USA","Bar, Fish and Chips Shop, American Restaurant","13003, 13068, 13051",Los Angeles,,2826,4d51e88d7ee1a35d31af9434,"{'tuesday': '12:00\u2009–\u200911:00\u202fPM', 'monday': '12:00\u2009–\u200911:00\u202fPM', 'sunday': '9:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '12:00\u2009–\u200911:00\u202fPM', 'saturday': '9:00\u202fAM\u2009–\u200911:00\u202fPM', 'wednesday': '12:00\u2009–\u200911:00\u202fPM', 'thursday': '12:00\u2009–\u200911:00\u202fPM'}",ChIJN0f4mFTDwoARSvjhToR4XhI,https://www.instagram.com/luckybaldwins/,False,2025-05-11 23:59:16.200248+00:00,34.1458364,-118.113882,"{'lat': 34.1458364, 'lng': -118.113882}",Lucky Baldwin's Pub,ChIJN0f4mFTDwoARSvjhToR4XhI,,2,4.4,{},CA,"British watering hole offering a selection of international bottled & draft beer, plus pub grub.","I usually go on Saturday afternoon when it's slower. They usually have football (soccer) games on. Their Belgian beer list is usually pretty great, this is their Trappiste bar after all., More spacious and less crowded than the old town location. Lots of great beers and pub food. Love the steak and mushroom pie or cottage pie., Great tap list, appropriate glassware, much more mellow than the Old Town location.","bar, restaurant, food, point_of_interest, establishment",https://www.luckybaldwins.com/
